h,k,l,mag(G),S,I,d,2theta
-6,0,0,5.890486225480862,(43.6176+8.223475072823557e-15j),1902.4950297600003,0.1810829574734454,92.46480862733866
-6,0,1,5.971738149598796,(2.6555794776853722e-15-1.7763568394002505e-15j),1.0207545983187762e-29,0.1761888234876766,94.12761301306331
-6,0,2,6.209117666122562,(13.0544-3.271547322904767e-14j),170.41735935999998,0.16297466172610084,99.14278056340999
-6,0,3,6.58576381035068,(-2.5843993664780236e-14-5.329070518200751e-15j),6.9631100113315735e-28,0.14486636597875632,107.68340958610946
-6,0,4,7.0794833744618595,(43.6176+1.07718307809578e-14j),1902.4950297600003,0.12536512440469297,120.43522088984767
-6,0,5,7.667694688915752,(3.999652469905588e-14-8.881784197001252e-15j),1.6786080785242884e-27,0.10686863064006615,140.1134146185857
-6,0,6,8.330405509046935,(13.0544-6.52915031353224e-15j),170.41735935999998,0.0905414787367227,-4
-6,1,-7,9.104353668013665,-7.249736126327509e-14j,5.25586739013782e-27,0.07580216824469808,-4
-6,1,-6,8.388056062041635,(2.7935061653626343e-14+1.1102230246251565e-14j),9.03627186032688e-28,0.08930118450745252,-4
-6,1,-5,7.730289153532403,6.651644808904245e-14j,4.4244378663822796e-27,0.10514494304909733,142.77705141987894
-6,1,-4,7.147231170465648,(1.1816251698472464e-14-1.7763568394002505e-15j),1.4277924782253743e-28,0.12299974469894405,122.38028624968602
-6,1,-3,6.6585368903775395,-5.888549407431884e-14j,3.4675014123766394e-27,0.14171709715313116,109.43453389274092
-6,1,-2,6.286252520106808,(3.8956245460227494e-15-1.7763568394002505e-15j),1.8331334224459e-29,0.15899966997668374,100.82836990078259
-6,1,-1,6.051899295441682,6.614092625319324e-14j,4.3746221256303475e-27,0.17155227550115879,95.79390842244703
-6,1,0,5.971738149598796,(2.6555794776853722e-15-1.7763568394002505e-15j),1.0207545983187762e-29,0.1761888234876766,94.12761301306331
-6,1,1,6.051899295441682,-6.004698940501917e-14j,3.605640936606485e-27,0.17155227550115879,95.79390842244703
-6,1,2,6.286252520106808,(6.505092743101718e-15-1.7763568394002505e-15j),4.547167521723868e-29,0.15899966997668374,100.82836990078259
-6,1,3,6.6585368903775395,5.136123494757456e-14j,2.637976455339954e-27,0.14171709715313116,109.43453389274092
-6,1,4,7.147231170465648,(7.235915588078916e-15-1.7763568394002505e-15j),5.551391801868752e-29,0.12299974469894405,122.38028624968602
-6,1,5,7.730289153532403,-4.3176989938887865e-14j,1.864252460182824e-27,0.10514494304909733,142.77705141987894
-6,1,6,8.388056062041635,(-5.7091368846144e-15-1.7763568394002505e-15j),3.574968758814866e-29,0.08930118450745252,-4
-6,2,-7,9.261789318304295,(9.670434835642365e-14+1.2878587085651816e-14j),9.517588996363253e-27,0.07324703897802287,-4
-6,2,-6,8.558678061729806,(43.6176-4.148679945001946e-14j),1902.4950297600003,0.08577613775057939,-4
-6,2,-5,7.915103035438159,(-2.9433862842772145e-14+2.0872192862952943e-14j),1.3020007167554267e-27,0.10029209952375437,152.0314116413408
-6,2,-4,7.3467270990868725,(13.0544-5.8970808842009e-14j),170.41735935999998,0.11641047266150062,128.4955170721603
-6,2,-3,6.872233929727672,(3.5004665885567334e-14+5.329070518200751e-15j),1.2537256263481577e-27,0.13304054018457212,114.81228588619445
-6,2,-2,6.512177547558944,(43.6176+1.2972032175908305e-14j),1902.4950297600003,0.1481587833873644,105.94919100847936
-6,2,-1,6.286252520106808,(-1.474502003743363e-14+1.7763568394002505e-15j),2.205710595252033e-28,0.15899966997668374,100.82836990078259
-6,2,0,6.209117666122562,(13.0544-3.2715473229047675e-14j),170.41735935999998,0.16297466172610084,99.14278056340999
-6,2,1,6.286252520106808,(5.74170339136946e-15-1.7763568394002505e-15j),3.6122601455347604e-29,0.15899966997668374,100.82836990078259
-6,2,2,6.512177547558944,(43.6176+1.3825388187886831e-14j),1902.4950297600003,0.1481587833873644,105.94919100847936
-6,2,3,6.872233929727672,(1.7571499863693276e-14-5.329070518200751e-15j),3.3715660004772926e-28,0.13304054018457212,114.81228588619445
-6,2,4,7.3467270990868725,(13.0544-6.8791155376872425e-15j),170.41735935999998,0.11641047266150062,128.4955170721603
-6,2,5,7.915103035438159,(-3.509688844678015e-14-8.881784197001252e-15j),1.3106776691678308e-27,0.10029209952375437,152.0314116413408
-6,2,6,8.558678061729806,(43.6176+1.3150366775245371e-14j),1902.4950297600003,0.08577613775057939,-4
-6,3,-7,9.518397141883971,5.030698264145832e-15j,2.530792502487989e-29,0.06935091988344717,-4
-6,3,-6,8.835729338221292,(4.505351652605455e-14-5.329070518200751e-15j),2.058218343951427e-27,0.0804813144326424,-4
-6,3,-5,8.21389060284904,-5.2907520402685185e-14j,2.799205715160549e-27,0.0931283781292005,-4
-6,3,-4,7.667694688915752,(-6.814326933495206e-15-5.329070518200751e-15j),7.48340441445146e-29,0.10686863064006615,140.1134146185857
-6,3,-3,7.214342794660484,6.220135730948959e-14j,3.8690088511427936e-27,0.1207219716489636,124.36817718754419
-6,3,-2,6.872233929727672,(2.0749846338590172e-14-5.329070518200751e-15j),4.589551156630604e-28,0.13304054018457212,114.81228588619445
-6,3,-1,6.6585368903775395,-4.766453878461184e-14j,2.2719082575497662e-27,0.14171709715313116,109.43453389274092
-6,3,0,6.58576381035068,(-2.5843993664780236e-14-5.329070518200751e-15j),6.9631100113315735e-28,0.14486636597875632,107.68340958610946
-6,3,1,6.6585368903775395,4.8907242135453206e-14j,2.3919183332958494e-27,0.14171709715313116,109.43453389274092
-6,3,2,6.872233929727672,(2.9785729491409394e-14-5.329070518200751e-15j),9.155886739233719e-28,0.13304054018457212,114.81228588619445
-6,3,3,7.214342794660484,-5.381807992891821e-14j,2.896385727235429e-27,0.1207219716489636,124.36817718754419
-6,3,4,7.667694688915752,(-3.589284430526746e-14-5.329070518200751e-15j),1.316695264910127e-27,0.10686863064006615,140.1134146185857
-6,3,5,8.21389060284904,6.398530943654775e-14j,4.094119823690767e-27,0.0931283781292005,-4
-6,3,6,8.835729338221292,(3.0673907911109525e-14-5.329070518200751e-15j),9.69287619127184e-28,0.0804813144326424,-4
-6,4,-7,9.86644231900142,(-3.62718005016074e-14+0j),1.315643511628407e-27,0.06454442048558451,-4
-6,4,-6,9.20960980833942,(13.0544-4.900892323935471e-14j),170.41735935999998,0.07407939169368222,-4
-6,4,-5,8.614801142169734,(4.534025016118169e-14+2.0872192862952943e-14j),2.4913867195868404e-27,0.08466216193563682,-4
-6,4,-4,8.095698964634494,(43.6176+1.8910925997075165e-14j),1902.4950297600003,0.09586744807417698,165.95891167286584
-6,4,-3,7.667694688915752,(-1.5795143024293025e-14+5.329070518200751e-15j),2.77885535745829e-28,0.10686863064006615,140.1134146185857
-6,4,-2,7.3467270990868725,(13.0544-2.7425121352084583e-14j),170.41735935999998,0.11641047266150062,128.4955170721603
-6,4,-1,7.147231170465648,(-8.420671390937197e-16+1.7763568394002505e-15j),3.864520687625529e-30,0.12299974469894405,122.38028624968602
-6,4,0,7.0794833744618595,(43.6176+1.07718307809578e-14j),1902.4950297600003,0.12536512440469297,120.43522088984767
-6,4,1,7.147231170465648,(1.0289472995007949e-14-1.7763568394002505e-15j),1.090286981358819e-28,0.12299974469894405,122.38028624968602
-6,4,2,7.3467270990868725,(13.0544-2.0825987792257707e-15j),170.41735935999998,0.11641047266150062,128.4955170721603
-6,4,3,7.667694688915752,(-3.8946401712196485e-14-5.329070518200751e-15j),1.5452211989157378e-27,0.10686863064006615,140.1134146185857
-6,4,4,8.095698964634494,(43.6176+1.8748022447563445e-14j),1902.4950297600003,0.09586744807417698,165.95891167286584
